"site","subsite","spp","ind","leaf_type","height","leaf_size","lma","stem_density_25","stem_density_100","segment","length","xsa","mass_stem_main","mass_stem_side","mass_stem_total","mass_leaf_main","mass_leaf_side","mass_leaf_total","area_leaf_main","area_leaf_side","area_leaf_total","number_leaf_main","number_leaf_total","main_leaf_mass_per_length","main_stem_mass_per_length","main_all_mass_per_length","total_leaf_mass_per_length","total_stem_mass_per_length","total_all_mass_per_length","main_leaf_area_per_length","total_area_per_length","leaf_no_per_length","main_LMF","total_LMF","main_LAR","total_LAR"
"daintree","crane","carsub",1,"compound",NA,48550,0.0001605,0.50812,"5.9819E-01","a",160,"2.9138E+01",1.703,0,1.703,15.836,0,15.836,98671,0,98671,2.0323,2.0323,0.098972,0.010644,0.10962,0.098972,0.010644,0.10962,616.7,616.7,0.012702,0.9029,0.9029,5626,5626
"daintree","crane","carsub",1,"compound",NA,48550,0.0001605,0.50812,"5.9819E-01","e",1000,"2.5579E+02",80.577,37.678,118.25,78.363,211.63,290,488280,1318700,1807000,10.057,37.217,0.078363,0.080577,0.15894,0.29,0.11825,0.40825,488.28,1807,0.010057,0.49304,0.71034,3072.1,4426.1
"daintree","crane","carsub",2,"compound",NA,39880,0.0001413,0.63013,"6.4498E-01","0",0,"1.3744E+01",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","crane","carsub",2,"compound",NA,39880,0.0001413,0.63013,"6.4498E-01","a",190,"3.3678E+01",2.456,0,2.456,21.845,0,21.845,154650,0,154650,3.8774,3.8774,0.11497,0.012926,0.1279,0.11497,0.012926,0.1279,813.95,813.95,0.020408,0.89893,0.89893,6364.1,6364.1
"daintree","crane","carsub",2,"compound",NA,39880,0.0001413,0.63013,"6.4498E-01","e",1000,"4.3731E+02",128,112.94,240.94,29.459,309.45,338.91,208560,2190800,2399400,5.2291,60.157,0.029459,0.128,0.15746,0.33891,0.24094,0.57985,208.56,2399.4,0.0052291,0.1871,0.58448,1324.6,4137.9
"daintree","crane","carsub",3,"compound",NA,73440,0.000131,0.4336,"5.4353E-01","0",0,"1.2959E+01",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","crane","carsub",3,"compound",NA,73440,0.000131,0.4336,"5.4353E-01","a",240,"3.2673E+01",2.1705,0,2.1705,21.431,0,21.431,163640,0,163640,2.2282,2.2282,0.089296,0.0090438,0.09834,0.089296,0.0090438,0.09834,681.82,681.82,0.0092842,0.90804,0.90804,6933.3,6933.3
"daintree","crane","carsub",3,"compound",NA,73440,0.000131,0.4336,"5.4353E-01","e",1000,"3.2047E+02",73.804,48.422,122.23,94.136,251.34,345.48,718770,1919100,2637900,9.7874,35.919,0.094136,0.073804,0.16794,0.34548,0.12223,0.4677,718.77,2637.9,0.0097874,0.56053,0.73867,4279.9,5640
"daintree","crane","casaus",1,"compound",NA,25760,0.0001674,0.47224,"5.7184E-01","0",0,"1.4514E+01",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","crane","casaus",1,"compound",NA,25760,0.0001674,0.47224,"5.7184E-01","a",190,"8.9064E+01",4.86,0,4.86,40.728,0,40.728,243310,0,243310,9.4437,9.4437,0.21436,0.025579,0.23994,0.21436,0.025579,0.23994,1280.6,1280.6,0.049703,0.89339,0.89339,5337.1,5337.1
"daintree","crane","casaus",1,"compound",NA,25760,0.0001674,0.47224,"5.7184E-01","e",1000,"4.5418E+02",152.03,15.002,167.03,326.95,101.64,428.59,1953200,607190,2560400,75.81,99.377,0.32695,0.15203,0.47898,0.42859,0.16703,0.59562,1953.2,2560.4,0.07581,0.6826,0.71957,4077.9,4298.7
"daintree","crane","casaus",2,"compound",NA,67970,0.0001216,0.56346,"6.0337E-01","0",0,"3.2138E+01",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","crane","casaus",2,"compound",NA,67970,0.0001216,0.56346,"6.0337E-01","a",125,"9.3282E+01",3.898,0,3.898,45.36,0,45.36,372940,0,372940,5.4865,5.4865,0.36288,0.031184,0.39406,0.36288,0.031184,0.39406,2983.5,2983.5,0.043892,0.92087,0.92087,7571.2,7571.2
"daintree","crane","casaus",2,"compound",NA,67970,0.0001216,0.56346,"6.0337E-01","e",1000,"",119.62,24.481,144.1,71.103,103.49,174.59,584600,850890,1435500,8.6003,21.118,0.071103,0.11962,0.19072,0.17459,0.1441,0.3187,584.6,1435.5,0.0086003,0.37281,0.54784,3065.2,4504.3
"daintree","crane","casaus",3,"compound",NA,51420,0.0001304,0.39086,"5.1568E-01","0",0,"1.0179E+01",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","crane","casaus",3,"compound",NA,51420,0.0001304,0.39086,"5.1568E-01","a",125,"1.2804E+02",2.67,0,2.67,40.005,0,40.005,306760,0,306760,5.9659,5.9659,0.32004,0.02136,0.3414,0.32004,0.02136,0.3414,2454,2454,0.047728,0.93743,0.93743,7188.2,7188.2
"daintree","crane","casaus",3,"compound",NA,51420,0.0001304,0.39086,"5.1568E-01","e",1000,"4.7501E+02",88.724,0,88.724,385.71,0,385.71,2957600,0,2957600,57.52,57.52,0.38571,0.088724,0.47443,0.38571,0.088724,0.47443,2957.6,2957.6,0.05752,0.81299,0.81299,6233.9,6233.9
"daintree","crane","clemyr",1,"simple",NA,4986,7.959e-05,0.39086,"5.3468E-01","0",0,"2.4033E+00",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","crane","clemyr",1,"simple",NA,4986,7.959e-05,0.39086,"5.3468E-01","a",240,"8.5530E+00",0.5831,0,0.5831,2.8335,0,2.8335,35601,0,35601,7.1403,7.1403,0.011806,0.0024296,0.014236,0.011806,0.0024296,0.014236,148.34,148.34,0.029751,0.82933,0.82933,10420,10420
"daintree","crane","clemyr",1,"simple",NA,4986,7.959e-05,0.39086,"5.3468E-01","e",1000,"8.7415E+01",18.129,19.781,37.91,6.4296,54.431,60.861,80785,683900,764680,16.202,153.37,0.0064296,0.018129,0.024558,0.060861,0.03791,0.098771,80.785,764.68,0.016202,0.26181,0.61618,3289.5,7742
"daintree","crane","clemyr",2,"simple",NA,5477,6.948e-05,0.44682,"5.3026E-01","0",0,"3.4636E+00",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","crane","clemyr",2,"simple",NA,5477,6.948e-05,0.44682,"5.3026E-01","a",185,"7.2885E+00",0.4439,0,0.4439,1.7093,0,1.7093,24601,0,24601,4.4915,4.4915,0.0092395,0.0023995,0.011639,0.0092395,0.0023995,0.011639,132.98,132.98,0.024278,0.79384,0.79384,11425,11425
"daintree","crane","clemyr",2,"simple",NA,5477,6.948e-05,0.44682,"5.3026E-01","e",1000,"8.6464E+01",17.23,20.425,37.655,3.3504,38.261,41.611,48221,550670,598900,8.8037,109.34,0.0033504,0.01723,0.02058,0.041611,0.037655,0.079266,48.221,598.9,0.0088037,0.1628,0.52496,2343.1,7555.5
"daintree","crane","clemyr",3,"simple",NA,4019,8.541e-05,0.49299,"5.3288E-01","0",0,"1.0367E+00",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","crane","clemyr",3,"simple",NA,4019,8.541e-05,0.49299,"5.3288E-01","a",260,"8.5530E+00",0.6246,0,0.6246,2.1515,0,2.1515,25190,0,25190,6.2671,6.2671,0.008275,0.0024023,0.010677,0.008275,0.0024023,0.010677,96.883,96.883,0.024104,0.77501,0.77501,9073.7,9073.7
"daintree","crane","clemyr",3,"simple",NA,4019,8.541e-05,0.49299,"5.3288E-01","e",1000,"1.5050E+02",26.152,36.833,62.985,2.2257,67.308,69.534,26058,788040,814100,6.4833,202.55,0.0022257,0.026152,0.028377,0.069534,0.062985,0.13252,26.058,814.1,0.0064833,0.078432,0.52471,918.28,6143.3
"daintree","crane","crylae",1,"simple",3.3,2131,9.102e-05,0.39637,"6.0520E-01","0",0,"3.1337E+00",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","crane","crylae",1,"simple",3.3,2131,9.102e-05,0.39637,"6.0520E-01","a",120,"7.0686E+00",0.2901,0.2137,0.5038,0.4733,0.734,1.2073,5200.2,8064.5,13265,2.4403,6.2248,0.0039442,0.0024175,0.0063617,0.010061,0.0041983,0.014259,43.335,110.54,0.020336,0.61999,0.70557,6811.9,7752.2
"daintree","crane","crylae",1,"simple",3.3,2131,9.102e-05,0.39637,"6.0520E-01","e",1000,"8.6582E+01",17.662,22.889,40.551,1.0642,46.667,47.731,11692,512740,524430,5.487,246.1,0.0010642,0.017662,0.018726,0.047731,0.040551,0.088282,11.692,524.43,0.005487,0.056829,0.54067,624.39,5940.4
"daintree","crane","crylae",2,"simple",NA,2555,8.273e-05,0.44517,"5.9568E-01","0",0,"2.6389E+00",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","crane","crylae",2,"simple",NA,2555,8.273e-05,0.44517,"5.9568E-01","a",205,"1.1938E+01",0.4603,0.4847,0.945,1.0905,0.1241,1.2146,13181,1500,14681,5.1597,5.7469,0.0053195,0.0022454,0.0075649,0.0059249,0.0046098,0.010535,64.299,71.616,0.025169,0.70319,0.56242,8499.6,6798.1
"daintree","crane","crylae",2,"simple",NA,2555,8.273e-05,0.44517,"5.9568E-01","e",1000,"1.5480E+02",25.519,60.094,85.613,2.7136,72.813,75.527,32800,880110,912910,12.839,357.35,0.0027136,0.025519,0.028233,0.075527,0.085613,0.16114,32.8,912.91,0.012839,0.096115,0.4687,1161.8,5665.4
"daintree","crane","crylae",3,"simple",NA,3359,8.767e-05,0.42346,"5.5887E-01","0",0,"3.9584E+00",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","crane","crylae",3,"simple",2,3359,8.767e-05,0.42346,"5.5887E-01","a",230,"1.8857E+01",0.6754,1.0375,1.7129,0.4263,4.1079,4.5342,4862.7,46858,51720,1.4477,15.398,0.0018535,0.0029365,0.00479,0.019714,0.0074474,0.027161,21.142,224.87,0.0062942,0.38695,0.72581,4413.8,8279.1
"daintree","crane","crylae",3,"simple",2,3359,8.767e-05,0.42346,"5.5887E-01","e",1000,"8.8216E+01",15.396,25.074,40.47,12.305,59.902,72.207,140360,683290,823640,41.786,245.2,0.012305,0.015396,0.027701,0.072207,0.04047,0.11268,140.36,823.64,0.041786,0.4442,0.64083,5066.9,7309.8
"daintree","crane","crymac",1,"simple",NA,12570,0.0001866,0.42839,"6.5547E-01","0",0,"8.1996E+00",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","crane","crymac",1,"simple",NA,12570,0.0001866,0.42839,"6.5547E-01","a",300,"4.8161E+01",3.5616,0.3245,3.8861,6.7676,0.3921,7.1597,36270,2101.4,38371,2.8866,3.0538,0.022559,0.011872,0.034431,0.023866,0.012954,0.036819,120.9,127.9,0.009622,0.65519,0.64818,3511.4,3473.8
"daintree","crane","crymac",1,"simple",NA,12570,0.0001866,0.42839,"6.5547E-01","e",1000,"",65.473,96.433,161.91,10.324,309.89,320.22,55328,1660800,1716100,4.4033,136.58,0.010324,0.065473,0.075797,0.32022,0.16191,0.48212,55.328,1716.1,0.0044033,0.1362,0.66418,729.95,3559.6
"daintree","crane","crymac",2,"simple",NA,10300,0.0002167,0.44107,"5.9183E-01","0",0,"1.8017E+01",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","crane","crymac",2,"simple",NA,10300,0.0002167,0.44107,"5.9183E-01","a",150,"3.9914E+01",2.2183,1.0003,3.2186,4.1801,7.6795,11.86,19289,35438,54727,1.8728,5.3136,0.027867,0.014789,0.042656,0.079064,0.021457,0.10052,128.6,364.85,0.012486,0.6533,0.78654,3014.7,3629.5
"daintree","crane","crymac",2,"simple",NA,10300,0.0002167,0.44107,"5.9183E-01","e",1000,"2.3095E+02",66.874,74.264,141.14,8.6497,273.61,282.26,39915,1262600,1302500,3.8754,126.46,0.0086497,0.066874,0.075523,0.28226,0.14114,0.4234,39.915,1302.5,0.0038754,0.11453,0.66666,528.51,3076.3
"daintree","crane","crymac",3,"simple",NA,8510,0.0002074,0.52934,"5.8888E-01","0",0,"8.0582E+00",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","crane","crymac",3,"simple",NA,8510,0.0002074,0.52934,"5.8888E-01","a",450,"2.7340E+01",3.9237,0,3.9237,24.28,0,24.28,117080,0,117080,13.758,13.758,0.053956,0.0087193,0.062676,0.053956,0.0087193,0.062676,260.19,260.19,0.030574,0.86088,0.86088,4151.3,4151.3
"daintree","crane","crymac",3,"simple",NA,8510,0.0002074,0.52934,"5.8888E-01","e",1000,"3.2742E+02",84.243,164.13,248.38,25.055,433.22,458.27,120820,2089100,2209900,14.197,259.68,0.025055,0.084243,0.1093,0.45827,0.24838,0.70665,120.82,2209.9,0.014197,0.22923,0.64852,1105.4,3127.3
"daintree","crane","crymur",1,"simple",NA,13750,0.000157,0.38342,"5.2586E-01","0",0,"3.0536E+01",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","crane","crymur",1,"simple",NA,13750,0.000157,0.38342,"5.2586E-01","a",250,"5.5410E+01",4.677,0,4.677,10.857,0,10.857,69159,0,69159,5.0287,5.0287,0.043429,0.018708,0.062137,0.043429,0.018708,0.062137,276.64,276.64,0.020115,0.69892,0.69892,4452.1,4452.1
"daintree","crane","crymur",1,"simple",NA,13750,0.000157,0.38342,"5.2586E-01","e",1000,"3.3279E+02",69.28,39.474,108.75,14.743,102.66,117.4,93912,653900,747810,6.8285,54.375,0.014743,0.06928,0.084023,0.1174,0.10875,0.22615,93.912,747.81,0.0068285,0.17547,0.51911,1117.7,3306.7
"daintree","crane","crymur",2,"simple",NA,10460,0.0001544,0.42056,"6.5484E-01","0",0,"9.9824E+00",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","crane","crymur",2,"simple",NA,10460,0.0001544,0.42056,"6.5484E-01","a",110,"1.0996E+01",0.4203,0,0.4203,4.8417,0,4.8417,31368,0,31368,3,3,0.044015,0.0038209,0.047836,0.044015,0.0038209,0.047836,285.16,285.16,0.027273,0.92013,0.92013,5961.2,5961.2
"daintree","crane","crymur",2,"simple",NA,10460,0.0001544,0.42056,"6.5484E-01","e",1000,"1.5808E+02",40.386,27.234,67.62,36.729,169.02,205.75,237950,1095000,1333000,22.758,127.49,0.036729,0.040386,0.077114,0.20575,0.06762,0.27337,237.95,1333,0.022758,0.47629,0.75264,3085.7,4876.2
"daintree","crane","crymur",3,"simple",NA,5670,0.0001521,0.52895,"6.4043E-01","0",0,"1.0304E+01",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","crane","crymur",3,"simple",NA,5670,0.0001521,0.52895,"6.4043E-01","a",70,"1.7719E+01",0.5646,0.3906,0.9552,3.1902,1.944,5.1342,20970,12779,33749,3.6985,5.9522,0.045574,0.0080657,0.05364,0.073346,0.013646,0.086991,299.58,482.13,0.052836,0.84963,0.84314,5585,5542.3
"daintree","crane","crymur",3,"simple",NA,5670,0.0001521,0.52895,"6.4043E-01","e",1000,"2.9947E+02",77.408,50.521,127.93,3.8467,148,151.85,25286,972880,998170,4.4596,176.04,0.0038467,0.077408,0.081254,0.15185,0.12793,0.27978,25.286,998.17,0.0044596,0.047342,0.54275,311.2,3567.7
"daintree","mt baldy","denmor",1,"simple",3.4,18530,5.556e-05,0.16144,"1.9197E-01","0",0,"2.7269E+01",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","mt baldy","denmor",1,"simple",3.4,18530,5.556e-05,0.16144,"1.9197E-01","a",125,"6.9268E+01",0.973,0,0.973,3.17,0,3.17,57052,0,57052,3.0797,3.0797,0.02536,0.007784,0.033144,0.02536,0.007784,0.033144,456.41,456.41,0.024637,0.76515,0.76515,13771,13771
"daintree","mt baldy","denmor",1,"simple",3.4,18530,5.556e-05,0.16144,"1.9197E-01","e",1000,"5.5135E+02",44.417,67.589,112.01,3.17,28.636,31.806,57052,515370,572430,3.0797,30.9,0.00317,0.044417,0.047587,0.031806,0.11201,0.14381,57.052,572.43,0.0030797,0.066615,0.22116,1198.9,3980.4
"daintree","oliver","denmor",2,"simple",3.8,27740,5.358e-05,0.1628,"2.3043E-01","0",0,"4.0715E+01",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","oliver","denmor",2,"simple",3.8,27740,5.358e-05,0.1628,"2.3043E-01","a",125,"8.4666E+01",1.023,0,1.023,5.88,0,5.88,109750,0,109750,3.956,3.956,0.04704,0.008184,0.055224,0.04704,0.008184,0.055224,878,878,0.031648,0.8518,0.8518,15899,15899
"daintree","oliver","denmor",2,"simple",3.8,27740,5.358e-05,0.1628,"2.3043E-01","e",1000,"2.3347E+02",26.154,10.533,36.687,9.009,9.6055,18.615,168150,179290,347440,6.0612,12.524,0.009009,0.026154,0.035163,0.018615,0.036687,0.055302,168.15,347.44,0.0060612,0.2562,0.3366,4782,6282.6
"daintree","crane","denmor",3,"simple",2.5,33090,4.661e-05,0.14463,"1.8452E-01","0",0,"5.0265E+01",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","crane","denmor",3,"simple",2.5,33090,4.661e-05,0.14463,"1.8452E-01","a",125,"1.3685E+02",0.897,0,0.897,10.664,0,10.664,228820,0,228820,6.9142,6.9142,0.085312,0.007176,0.092488,0.085312,0.007176,0.092488,1830.5,1830.5,0.055314,0.92241,0.92241,19792,19792
"daintree","crane","denmor",3,"simple",2.5,33090,4.661e-05,0.14463,"1.8452E-01","e",1000,"2.5447E+02",22.593,0,22.593,10.664,0,10.664,228820,0,228820,6.9142,6.9142,0.010664,0.022593,0.033257,0.010664,0.022593,0.033257,228.82,228.82,0.0069142,0.32066,0.32066,6880.3,6880.3
"daintree","crane","elaang",1,"simple",NA,3004,0.000127,0.47239,"4.8114E-01","0",0,"7.0607E+00",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","crane","elaang",1,"simple",NA,3004,0.000127,0.47239,"4.8114E-01","a",125,"2.8149E+01",0.964,0.3591,1.3231,2.3579,0.5624,2.9203,18569,4429.1,22998,6.181,7.6553,0.018863,0.007712,0.026575,0.023362,0.010585,0.033947,148.55,183.99,0.049448,0.7098,0.6882,5590,5419.8
"daintree","crane","elaang",1,"simple",NA,3004,0.000127,0.47239,"4.8114E-01","e",1000,"1.8133E+02",46.282,21.399,67.681,3.5263,54.665,58.192,27771,430510,458280,9.2439,152.54,0.0035263,0.046282,0.049808,0.058192,0.067681,0.12587,27.771,458.28,0.0092439,0.070798,0.46231,557.56,3640.8
"daintree","crane","elaang",2,"simple",NA,2510,0.0001354,0.51123,"#DIV/0!","0",0,"1.2158E+01",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","crane","elaang",2,"simple",NA,2510,0.0001354,0.51123,"#DIV/0!","a",150,"2.5054E+01",1.488,0,1.488,1.9071,0,1.9071,14085,0,14085,5.612,5.612,0.012714,0.00992,0.022634,0.012714,0.00992,0.022634,93.898,93.898,0.037413,0.56172,0.56172,4148.5,4148.5
"daintree","crane","elaang",2,"simple",NA,2510,0.0001354,0.51123,"#DIV/0!","e",1000,"3.3653E+02",79.218,98.949,178.17,3.3571,154.71,158.07,24794,1142600,1167400,9.8789,465.15,0.0033571,0.079218,0.082575,0.15807,0.17817,0.33624,24.794,1167.4,0.0098789,0.040655,0.47012,300.26,3472
"daintree","crane","elaang",3,"simple",7,2773,0.0001027,0.46876,"4.7404E-01","0",0,"8.8122E+00",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","crane","elaang",3,"simple",7,2773,0.0001027,0.46876,"4.7404E-01","a",220,"2.2894E+01",1.713,0.4261,2.1391,3.3438,1.1428,4.4866,32548,11124,43671,11.735,15.746,0.015199,0.0077864,0.022985,0.020394,0.0097232,0.030117,147.94,198.51,0.053343,0.66125,0.67715,6436.4,6591.2
"daintree","crane","elaang",3,"simple",7,2773,0.0001027,0.46876,"4.7404E-01","e",1000,"1.4629E+02",32.117,20.848,52.966,3.702,58.176,61.878,36034,566270,602300,12.993,217.17,0.003702,0.032117,0.035819,0.061878,0.052966,0.11484,36.034,602.3,0.012993,0.10335,0.5388,1006,5244.6
"daintree","crane","endlep",1,"simple",NA,4336,0.0001079,0.47876,"5.3360E-01","0",0,"4.3275E+00",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","crane","endlep",1,"simple",NA,4336,0.0001079,0.47876,"5.3360E-01","a",180,"1.0446E+01",0.7467,0,0.7467,1.745,0,1.745,16172,0,16172,3.7297,3.7297,0.0096944,0.0041483,0.013843,0.0096944,0.0041483,0.013843,89.844,89.844,0.020721,0.70033,0.70033,6490.3,6490.3
"daintree","crane","endlep",1,"simple",NA,4336,0.0001079,0.47876,"5.3360E-01","e",1000,"1.9439E+02",28.073,55.009,83.082,7.749,131.98,139.73,71815,1223200,1295000,16.562,298.65,0.007749,0.028073,0.035822,0.13973,0.083082,0.22281,71.815,1295,0.016562,0.21632,0.62712,2004.8,5811.9
"daintree","crane","endlep",2,"simple",NA,4090,0.0001153,0.5184,"6.0158E-01","0",0,"3.0513E+00",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","crane","endlep",2,"simple",NA,4090,0.0001153,0.5184,"6.0158E-01","a",150,"1.2559E+01",0.6011,0.1597,0.7608,0.6373,1.2018,1.8391,5528.7,10426,15954,1.3516,3.9005,0.0042487,0.0040073,0.008256,0.012261,0.005072,0.017333,36.858,106.36,0.009011,0.51462,0.70737,4464.4,6136.6
"daintree","crane","endlep",2,"simple",NA,4090,0.0001153,0.5184,"6.0158E-01","e",1000,"9.5881E+01",32.661,7.9281,40.589,3.6769,18.293,21.97,31898,158690,190590,7.7983,46.596,0.0036769,0.032661,0.036338,0.02197,0.040589,0.062559,31.898,190.59,0.0077983,0.10119,0.35118,877.8,3046.6
"daintree","crane","endlep",3,"simple",NA,3535,9.597e-05,0.53367,"5.9902E-01","0",0,"2.4740E+00",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","crane","endlep",3,"simple",NA,3535,9.597e-05,0.53367,"5.9902E-01","a",220,"1.1640E+01",1.1731,0.0979,1.271,0.7223,1.2404,1.9627,7526.4,12925,20451,2.1293,5.7858,0.0032832,0.0053323,0.0086155,0.0089214,0.0057773,0.014699,34.211,92.961,0.0096785,0.38108,0.60695,3970.9,6324.5
"daintree","crane","endlep",3,"simple",NA,3535,9.597e-05,0.53367,"5.9902E-01","e",1000,"3.7342E+02",46.958,161.43,208.39,0.7223,170.17,170.89,7526.4,1773100,1780700,2.1293,503.76,0.0007223,0.046958,0.04768,0.17089,0.20839,0.37927,7.5264,1780.7,0.0021293,0.015149,0.45056,157.85,4694.9
"daintree","crane","endmic",1,"simple",NA,3651,0.000142,0.43933,"5.3083E-01","0",0,"1.0414E+01",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","crane","endmic",1,"simple",NA,3651,0.000142,0.43933,"5.3083E-01","a",90,"2.5730E+01",0.6917,0.2203,0.912,1.872,0.5802,2.4522,13180,4085.1,17266,3.6104,4.7294,0.0208,0.0076856,0.028486,0.027247,0.010133,0.03738,146.45,191.84,0.040116,0.73019,0.72891,5141.2,5132.1
"daintree","crane","endmic",1,"simple",NA,3651,0.000142,0.43933,"5.3083E-01","e",1000,"1.6627E+02",39.794,62.177,101.97,6.1977,99.483,105.68,43637,700440,744080,11.953,203.82,0.0061977,0.039794,0.045992,0.10568,0.10197,0.20765,43.637,744.08,0.011953,0.13476,0.50893,948.79,3583.3
"daintree","crane","endmic",2,"simple",NA,3633,0.0001522,0.58256,"6.3528E-01","0",0,"1.3273E+00",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
