"site","subsite","spp","ind","leaf_type","height","leaf_size","lma","stem_density_25","stem_density_100","segment","length","xsa","mass_stem_main","mass_stem_side","mass_stem_total","mass_leaf_main","mass_leaf_side","mass_leaf_total","area_leaf_main","area_leaf_side","area_leaf_total","number_leaf_main","number_leaf_total","main_leaf_mass_per_length","main_stem_mass_per_length","main_all_mass_per_length","total_leaf_mass_per_length","total_stem_mass_per_length","total_all_mass_per_length","main_leaf_area_per_length","total_area_per_length","leaf_no_per_length","main_LMF","total_LMF","main_LAR","total_LAR"
"daintree","crane","endmic",2,"simple",NA,3633,0.0001522,0.58256,"6.3528E-01","a",155,"8.8122E+00",0.6853,0.2091,0.8944,2.616,1.979,4.595,17184,12999,30183,4.7303,8.3087,0.016877,0.0044213,0.021299,0.029645,0.0057703,0.035415,110.86,194.73,0.030518,0.79242,0.83707,5205.1,5498.4
"daintree","crane","endmic",2,"simple",NA,3633,0.0001522,0.58256,"6.3528E-01","e",1000,"2.3091E+02",57.186,90.757,147.94,8.932,197.55,206.49,58671,1297700,1356300,16.151,373.37,0.008932,0.057186,0.066118,0.20649,0.14794,0.35443,58.671,1356.3,0.016151,0.13509,0.58259,887.37,3826.8
"daintree","crane","endmic",3,"simple",NA,2848,0.0001579,0.5706,"6.3170E-01","0",0,"2.1441E+00",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","crane","endmic",3,"simple",NA,2848,0.0001579,0.5706,"6.3170E-01","a",140,"2.3326E+01",1.398,1.6228,3.0208,3.4815,5.657,9.1385,22048,35826,57874,7.7424,20.323,0.024868,0.0099857,0.034854,0.065275,0.021577,0.086852,157.49,413.39,0.055303,0.7135,0.75156,4518.6,4759.6
"daintree","crane","endmic",3,"simple",NA,2848,0.0001579,0.5706,"6.3170E-01","e",1000,"3.5798E+02",86.784,137.42,224.2,7.6898,238.33,246.02,48699,1509300,1558000,17.101,547.12,0.0076898,0.086784,0.094474,0.24602,0.2242,0.47022,48.699,1558,0.017101,0.081396,0.5232,515.48,3313.4
"daintree","crane","gilade",1,"compound",NA,12060,0.0001344,0.46417,"4.0751E-01","0",0,"2.6704E+00",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","crane","gilade",1,"compound",NA,12060,0.0001344,0.46417,"4.0751E-01","a",190,"3.2673E+01",1.886,0.4048,2.2908,4.0035,0.2748,4.2783,29798,2045.3,31843,2.47,2.6396,0.021071,0.0099263,0.030997,0.022517,0.012057,0.034574,156.83,167.59,0.013,0.67977,0.65128,5059.4,4847.4
"daintree","crane","gilade",1,"compound",NA,12060,0.0001344,0.46417,"4.0751E-01","e",1000,"1.6852E+02",34.808,25.616,60.424,30.973,37.154,68.126,230530,276530,507060,19.109,42.032,0.030973,0.034808,0.06578,0.068126,0.060424,0.12855,230.53,507.06,0.019109,0.47085,0.52996,3504.5,3944.4
"daintree","crane","gilade",2,"compound",NA,20890,0.000111,0.37876,"4.0816E-01","0",0,"4.3197E+00",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","crane","gilade",2,"compound",NA,20890,0.000111,0.37876,"4.0816E-01","a",210,"1.5551E+01",1.2808,0,1.2808,6.8769,0,6.8769,61963,0,61963,2.9658,2.9658,0.032747,0.006099,0.038846,0.032747,0.006099,0.038846,295.06,295.06,0.014123,0.84299,0.84299,7595.6,7595.6
"daintree","crane","gilade",2,"compound",NA,20890,0.000111,0.37876,"4.0816E-01","e",1000,"1.2661E+02",30.651,12.734,43.384,65.047,39.685,104.73,586090,357580,943670,28.053,45.168,0.065047,0.030651,0.095698,0.10473,0.043384,0.14812,586.09,943.67,0.028053,0.67971,0.70709,6124.4,6371.1
"daintree","crane","gilade",3,"compound",NA,20980,0.0001577,0.46059,"4.7699E-01","0",0,"4.5239E+00",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","crane","gilade",3,"compound",NA,20980,0.0001577,0.46059,"4.7699E-01","a",250,"3.7393E+01",4.252,0.5195,4.7715,12.765,4.4791,17.244,80928,28397,109330,3.857,5.2104,0.051059,0.017008,0.068067,0.068975,0.019086,0.088061,323.71,437.3,0.015428,0.75013,0.78326,4755.8,4965.9
"daintree","crane","gilade",3,"compound",NA,20980,0.0001577,0.46059,"4.7699E-01","e",1000,"3.6808E+02",81.581,114.06,195.64,12.765,288.75,301.52,80928,1830700,1911600,3.857,91.107,0.012765,0.081581,0.094346,0.30152,0.19564,0.49716,80.928,1911.6,0.003857,0.1353,0.60648,857.78,3845.1
"daintree","k-tree","glohyl",1,"simple",11.3,3082,0.000107,0.39161,"4.8525E-01","0",0,"3.4636E+00",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","k-tree","glohyl",1,"simple",11.3,3082,0.000107,0.39161,"4.8525E-01","a",75,"1.2566E+01",0.2633,0.0853,0.3486,0,0.5721,0.5721,0,5345.9,5345.9,0,1.7346,0,0.0035107,0.0035107,0.007628,0.004648,0.012276,0,71.279,0,0,0.62138,0,5806.3
"daintree","k-tree","glohyl",1,"simple",11.3,3082,0.000107,0.39161,"4.8525E-01","e",1000,"1.0454E+02",35.289,17.842,53.131,0,65.611,65.611,0,613100,613100,0,198.93,0,0.035289,0.035289,0.065611,0.053131,0.11874,0,613.1,0,0,0.55255,0,5163.3
"daintree","k-tree","glohyl",2,"simple",8.4,3424,0.0001194,0.43353,"5.1842E-01","0",0,"5.8905E+00",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","k-tree","glohyl",2,"simple",8.4,3424,0.0001194,0.43353,"5.1842E-01","a",70,"1.4137E+01",0.3323,0.1616,0.4939,0,1.3766,1.3766,0,11527,11527,0,3.3669,0,0.0047471,0.0047471,0.019666,0.0070557,0.026721,0,164.67,0,0,0.73595,0,6162.5
"daintree","k-tree","glohyl",2,"simple",8.4,3424,0.0001194,0.43353,"5.1842E-01","e",1000,"1.2469E+02",40.855,17.494,58.349,0,78.066,78.066,0,653690,653690,0,190.93,0,0.040855,0.040855,0.078066,0.058349,0.13642,0,653.69,0,0,0.57227,0,4791.9
"daintree","k-tree","glohyl",3,"simple",5.62,3123,8.996e-05,0.31643,"4.7064E-01","0",0,"4.1469E+00",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","k-tree","glohyl",3,"simple",5.62,3123,8.996e-05,0.31643,"4.7064E-01","a",65,"6.1261E+00",0.0967,0.0538,0.1505,0,0.5242,0.5242,0,5826.7,5826.7,0,1.8659,0,0.0014877,0.0014877,0.0080646,0.0023154,0.01038,0,89.642,0,0,0.77694,0,8636
"daintree","k-tree","glohyl",3,"simple",5.62,3123,8.996e-05,0.31643,"4.7064E-01","e",1000,"1.0933E+02",25.389,35.31,60.699,0,87.71,87.71,0,974940,974940,0,312.21,0,0.025389,0.025389,0.08771,0.060699,0.14841,0,974.94,0,0,0.591,0,6569.2
"daintree","crane","hapspp",1,"simple",1.6,4308,6.409e-05,0.41844,"5.6061E-01","0",0,"2.1363E+00",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","crane","hapspp",1,"simple",1.6,4308,6.409e-05,0.41844,"5.6061E-01","a",135,"1.1145E+01",0.2681,0,0.2681,1.537,0,1.537,23981,0,23981,5.5662,5.5662,0.011385,0.0019859,0.013371,0.011385,0.0019859,0.013371,177.64,177.64,0.041231,0.85148,0.85148,13285,13285
"daintree","crane","hapspp",1,"simple",1.6,4308,6.409e-05,0.41844,"5.6061E-01","e",1000,"1.6418E+02",27.294,31.91,59.204,1.537,29.808,31.345,23981,465080,489060,5.5662,113.51,0.001537,0.027294,0.028831,0.031345,0.059204,0.090549,23.981,489.06,0.0055662,0.053311,0.34617,831.78,5401
"daintree","crane","hapspp",2,"simple",1.3,5810,8.368e-05,0,"6.8087E-01","0",0,"5.1051E+00",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","crane","hapspp",2,"simple",1.3,5810,8.368e-05,0,"6.8087E-01","a",120,"2.3326E+01",0.8586,0.2987,1.1573,0.4478,1.0796,1.5274,5351.2,12901,18252,0.92108,3.1417,0.0037317,0.007155,0.010887,0.012728,0.0096442,0.022373,44.593,152.1,0.0076757,0.34277,0.56893,4096.1,6798.7
"daintree","crane","hapspp",2,"simple",1.3,5810,8.368e-05,0,"6.8087E-01","e",1000,"2.8981E+02",85.851,37.273,123.12,0.4478,48.668,49.116,5351.2,581580,586930,0.92108,101.03,0.0004478,0.085851,0.086298,0.049116,0.12312,0.17224,5.3512,586.93,0.00092108,0.005189,0.28516,62.008,3407.7
"daintree","crane","hapspp",3,"simple",1.3,3938,6.67e-05,0.47575,"5.2355E-01","0",0,"1.8850E+00",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","crane","hapspp",3,"simple",1.3,3938,6.67e-05,0.47575,"5.2355E-01","a",120,"8.0346E+00",0.396,0,0.396,2.06,0,2.06,30883,0,30883,7.8416,7.8416,0.017167,0.0033,0.020467,0.017167,0.0033,0.020467,257.36,257.36,0.065347,0.83876,0.83876,12575,12575
"daintree","crane","hapspp",3,"simple",1.3,3938,6.67e-05,0.47575,"5.2355E-01","e",1000,"1.9855E+02",33.685,13.305,46.99,2.06,13.518,15.578,30883,202650,233540,7.8416,59.298,0.00206,0.033685,0.035745,0.015578,0.04699,0.062567,30.883,233.54,0.0078416,0.05763,0.24897,863.98,3732.5
"daintree","oliver","harrhy",1,"simple",5.2,36790,8.161e-05,0.49799,"5.6149E-01","0",0,"1.2205E+01",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","oliver","harrhy",1,"simple",5.2,36790,8.161e-05,0.49799,"5.6149E-01","a",125,"2.9688E+01",2.12,0,2.12,24.362,0,24.362,298530,0,298530,8.1135,8.1135,0.1949,0.01696,0.21186,0.1949,0.01696,0.21186,2388.3,2388.3,0.064908,0.91995,0.91995,11273,11273
"daintree","oliver","harrhy",1,"simple",5.2,36790,8.161e-05,0.49799,"5.6149E-01","e",1000,"8.2467E+01",35.515,0.2272,35.742,26.824,1.1445,27.969,328700,14025,342730,8.9334,9.3146,0.026824,0.035515,0.062339,0.027969,0.035742,0.06371,328.7,342.73,0.0089334,0.4303,0.43899,5272.9,5379.5
"daintree","oliver","harrhy",2,"simple",2.75,29940,7.104e-05,0.5854,"6.1069E-01","0",0,"1.6980E+01",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","oliver","harrhy",2,"simple",2.75,29940,7.104e-05,0.5854,"6.1069E-01","a",125,"2.9225E+01",2.034,0,2.034,12.243,0,12.243,172330,0,172330,5.7551,5.7551,0.097944,0.016272,0.11422,0.097944,0.016272,0.11422,1378.6,1378.6,0.046041,0.85753,0.85753,12070,12070
"daintree","oliver","harrhy",2,"simple",2.75,29940,7.104e-05,0.5854,"6.1069E-01","e",1000,"6.1183E+01",30.17,0,30.17,12.243,0,12.243,172330,0,172330,5.7551,5.7551,0.012243,0.03017,0.042413,0.012243,0.03017,0.042413,172.33,172.33,0.0057551,0.28866,0.28866,4063.1,4063.1
"daintree","oliver","harrhy",3,"simple",3.2,55890,7.373e-05,0.5348,"6.2182E-01","0",0,"9.8960E+00",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","oliver","harrhy",3,"simple",3.2,55890,7.373e-05,0.5348,"6.2182E-01","a",125,"2.2871E+01",0.933,0,0.933,19.248,0,19.248,261070,0,261070,4.6711,4.6711,0.15398,0.007464,0.16145,0.15398,0.007464,0.16145,2088.5,2088.5,0.037369,0.95377,0.95377,12936,12936
"daintree","oliver","harrhy",3,"simple",3.2,55890,7.373e-05,0.5348,"6.2182E-01","e",1000,"8.9064E+01",35.746,0.7935,36.539,23.357,6.177,29.534,316800,83781,400590,5.6683,7.1674,0.023357,0.035746,0.059103,0.029534,0.036539,0.066074,316.8,400.59,0.0056683,0.3952,0.44699,5360.2,6062.7
"daintree","oliver","heralb",1,"simple",5.7,3993,6.792e-05,0.27404,"3.7699E-01","0",0,"3.1102E+00",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","oliver","heralb",1,"simple",5.7,3993,6.792e-05,0.27404,"3.7699E-01","a",195,"9.6211E+00",0.3492,0,0.3492,1.4605,0,1.4605,21504,0,21504,5.386,5.386,0.0074897,0.0017908,0.0092805,0.0074897,0.0017908,0.0092805,110.28,110.28,0.02762,0.80704,0.80704,11883,11883
"daintree","oliver","heralb",1,"simple",5.7,3993,6.792e-05,0.27404,"3.7699E-01","e",1000,"5.0258E+01",9.7929,3.9292,13.722,7.1341,10.51,17.644,105040,154740,259780,26.309,65.066,0.0071341,0.0097929,0.016927,0.017644,0.013722,0.031366,105.04,259.78,0.026309,0.42146,0.56251,6205.6,8282.5
"daintree","oliver","heralb",2,"simple",5.2,4190,7.022e-05,0.28633,"4.1632E-01","0",0,"2.5368E+00",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","oliver","heralb",2,"simple",5.2,4190,7.022e-05,0.28633,"4.1632E-01","a",240,"7.0686E+00",0.3598,0,0.3598,2.7218,0,2.7218,38763,0,38763,9.2518,9.2518,0.011341,0.0014992,0.01284,0.011341,0.0014992,0.01284,161.51,161.51,0.038549,0.88324,0.88324,12579,12579
"daintree","oliver","heralb",2,"simple",5.2,4190,7.022e-05,0.28633,"4.1632E-01","e",1000,"5.0265E+01",9.4235,3.5815,13.005,7.2514,10.441,17.693,103270,148700,251970,24.649,60.14,0.0072514,0.0094235,0.016675,0.017693,0.013005,0.030698,103.27,251.97,0.024649,0.43487,0.57635,6193.3,8208.3
"daintree","oliver","heralb",3,"simple",NA,3235,6.884e-05,0.26513,"3.6968E-01","0",0,"3.2515E+00",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","oliver","heralb",3,"simple",NA,3235,6.884e-05,0.26513,"3.6968E-01","a",125,"5.5135E+00",0.1564,0,0.1564,0.4963,0,0.4963,7209.5,0,7209.5,2.2286,2.2286,0.0039704,0.0012512,0.0052216,0.0039704,0.0012512,0.0052216,57.676,57.676,0.017828,0.76038,0.76038,11046,11046
"daintree","oliver","heralb",3,"simple",NA,3235,6.884e-05,0.26513,"3.6968E-01","e",1000,"7.6184E+01",12.549,8.0932,20.643,6.3696,17.395,23.765,92528,252690,345220,28.602,106.71,0.0063696,0.012549,0.018919,0.023765,0.020643,0.044407,92.528,345.22,0.028602,0.33668,0.53516,4890.8,7774
"daintree","oliver","ixobif",1,"simple",2.9,2976,7.056e-05,0.48686,"6.0318E-01","0",0,"3.7935E+00",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","oliver","ixobif",1,"simple",2.9,2976,7.056e-05,0.48686,"6.0318E-01","a",120,"4.1469E+00",0.322,0,0.322,0.519,0,0.519,7355,0,7355,2.4714,2.4714,0.004325,0.0026833,0.0070083,0.004325,0.0026833,0.0070083,61.291,61.291,0.020595,0.61712,0.61712,8745.5,8745.5
"daintree","oliver","ixobif",1,"simple",2.9,2976,7.056e-05,0.48686,"6.0318E-01","e",1000,"1.2252E+02",24.896,43.672,68.568,0.519,25.447,25.966,7355,360620,367980,2.4714,123.65,0.000519,0.024896,0.025415,0.025966,0.068568,0.094535,7.355,367.98,0.0024714,0.020421,0.27467,289.39,3892.5
"daintree","crane","ixobif",2,"simple",2.1,2890,8.179e-05,0.62464,"7.3762E-01","0",0,"1.3195E+00",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","crane","ixobif",2,"simple",2.1,2890,8.179e-05,0.62464,"7.3762E-01","a",250,"3.9741E+00",0.4873,0,0.4873,1.6632,0,1.6632,20334,0,20334,7.0355,7.0355,0.0066528,0.0019492,0.008602,0.0066528,0.0019492,0.008602,81.337,81.337,0.028142,0.7734,0.7734,9455.6,9455.6
"daintree","crane","ixobif",2,"simple",2.1,2890,8.179e-05,0.62464,"7.3762E-01","e",1000,"3.4204E+01",12.22,2.8976,15.118,11.766,9.641,21.407,143860,117870,261730,49.773,90.555,0.011766,0.01222,0.023987,0.021407,0.015118,0.036525,143.86,261.73,0.049773,0.49054,0.5861,5997.3,7165.6
"daintree","crane","ixobif",3,"simple",3.5,3210,1e-04,0.59218,"6.9378E-01","0",0,"1.8692E+00",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","crane","ixobif",3,"simple",3.5,3210,1e-04,0.59218,"6.9378E-01","a",220,"3.2987E+00",0.3599,0,0.3599,1.3215,0,1.3215,13215,0,13215,4.1175,4.1175,0.0060068,0.0016359,0.0076427,0.0060068,0.0016359,0.0076427,60.068,60.068,0.018716,0.78595,0.78595,7859.5,7859.5
"daintree","crane","ixobif",3,"simple",3.5,3210,1e-04,0.59218,"6.9378E-01","e",1000,"3.6851E+01",11.304,12.838,24.142,5.0533,26.83,31.883,50533,268300,318830,15.745,99.339,0.0050533,0.011304,0.016357,0.031883,0.024142,0.056025,50.533,318.83,0.015745,0.30894,0.56909,3089.4,5690.9
"daintree","oliver","lasstr",1,"simple",1.15,2370,5.537e-05,0.50781,"5.6742E-01","0",0,"4.6181E+00",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","oliver","lasstr",1,"simple",1.15,2370,5.537e-05,0.50781,"5.6742E-01","a",45,"8.5451E+00",0.1095,0.0501,0.1596,0.2368,0.133,0.3698,4276.8,2402.1,6678.8,1.8049,2.8186,0.0052622,0.0024333,0.0076956,0.0082178,0.0035467,0.011764,95.039,148.42,0.040108,0.6838,0.69853,12350,12616
"daintree","oliver","lasstr",1,"simple",1.15,2370,5.537e-05,0.50781,"5.6742E-01","e",1000,"5.0265E+01",17.582,2.9948,20.577,0.8327,5.3676,6.2003,15039,96942,111980,6.3468,47.258,0.0008327,0.017582,0.018415,0.0062003,0.020577,0.026778,15.039,111.98,0.0063468,0.045218,0.23155,816.67,4181.9
"daintree","oliver","lasstr",2,"simple",1,3706,5.143e-05,0.3934,"5.6348E-01","0",0,"5.3093E+00",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","oliver","lasstr",2,"simple",1,3706,5.143e-05,0.3934,"5.6348E-01","a",125,"6.1575E+00",2.686,0,2.686,0.953,0,0.953,18530,0,18530,5,5,0.007624,0.021488,0.029112,0.007624,0.021488,0.029112,148.24,148.24,0.04,0.26189,0.26189,5092.1,5092.1
"daintree","oliver","lasstr",2,"simple",1,3706,5.143e-05,0.3934,"5.6348E-01","e",1000,"7.5964E+01",16.497,2.3455,18.843,1.4098,3.009,4.4188,27412,58507,85919,7.3966,23.184,0.0014098,0.016497,0.017907,0.0044188,0.018843,0.023262,27.412,85.919,0.0073966,0.078729,0.18996,1530.8,3693.6
"daintree","oliver","lasstr",3,"simple",1,3864,5.931e-05,0.44049,"5.3733E-01","0",0,"7.4770E+00",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","oliver","lasstr",3,"simple",1,3864,5.931e-05,0.44049,"5.3733E-01","a",90,"1.0446E+01",0.2908,0,0.2908,0.7401,0,0.7401,12479,0,12479,3.2295,3.2295,0.0082233,0.0032311,0.011454,0.0082233,0.0032311,0.011454,138.65,138.65,0.035884,0.71792,0.71792,12105,12105
"daintree","oliver","lasstr",3,"simple",1,3864,5.931e-05,0.44049,"5.3733E-01","e",960,"8.3323E+01",22.245,4.3224,26.567,1.3845,9.9123,11.297,23344,167130,190480,6.0415,49.295,0.0014422,0.023172,0.024614,0.011768,0.027674,0.039442,24.317,198.41,0.0062932,0.058593,0.29835,987.93,5030.5
"daintree","crane","litlee",1,"simple",NA,7237,0.0001158,0.4694,"5.2104E-01","0",0,"6.4795E+00",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","crane","litlee",1,"simple",NA,7237,0.0001158,0.4694,"5.2104E-01","a",150,"9.8960E+00",0.5347,0.1151,0.6498,4.108,0.9793,5.0873,35474,8456.7,43931,4.9016,6.07,0.027387,0.0035647,0.030951,0.033915,0.004332,0.038247,236.49,292.87,0.032677,0.88483,0.88674,7640.9,7657.3
"daintree","crane","litlee",1,"simple",NA,7237,0.0001158,0.4694,"5.2104E-01","e",1000,"2.0346E+02",42.739,88.432,131.17,4.7283,244.2,248.92,40831,2108700,2149600,5.6417,297.01,0.0047283,0.042739,0.047468,0.24892,0.13117,0.38009,40.831,2149.6,0.0056417,0.099611,0.6549,860.18,5655.3
"daintree","crane","litlee",2,"simple",NA,1239,0.0001366,0.52611,"5.7645E-01","0",0,"4.1233E+00",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","crane","litlee",2,"simple",NA,1239,0.0001366,0.52611,"5.7645E-01","a",135,"1.2881E+01",0.798,0.163,0.961,0.5628,1.9728,2.5356,4119.5,14440,18560,3.3253,14.981,0.0041689,0.0059111,0.01008,0.018782,0.0071185,0.025901,30.515,137.48,0.024632,0.41358,0.72516,3027.3,5307.9
"daintree","crane","litlee",2,"simple",NA,1239,0.0001366,0.52611,"5.7645E-01","e",1000,"2.8652E+02",53.794,140.78,194.57,0.5628,204.1,204.66,4119.5,1493900,1498000,3.3253,1209.2,0.0005628,0.053794,0.054357,0.20466,0.19457,0.39923,4.1195,1498,0.0033253,0.010354,0.51264,75.786,3752.3
"daintree","crane","litlee",3,"simple",NA,3276,0.0001369,0.5573,"5.0515E-01","0",0,"8.1681E+00",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","crane","litlee",3,"simple",NA,3276,0.0001369,0.5573,"5.0515E-01","a",220,"2.4622E+01",1.962,0.1587,2.1207,3.786,0.8402,4.6262,27664,6139.4,33804,8.4452,10.319,0.017209,0.0089182,0.026127,0.021028,0.0096395,0.030668,125.75,153.65,0.038387,0.65866,0.68568,4812.9,5010.3
"daintree","crane","litlee",3,"simple",NA,3276,0.0001369,0.5573,"5.0515E-01","e",1000,"2.4865E+02",65.346,108.14,173.48,3.786,216.84,220.63,27664,1584500,1612100,8.4452,492.15,0.003786,0.065346,0.069132,0.22063,0.17348,0.39411,27.664,1612.1,0.0084452,0.054765,0.55981,400.17,4090.5
"daintree","cape","mactan",1,"simple",8,30390,0.000103,0.26564,"3.9109E-01","0",0,"4.5357E+01",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","cape","mactan",1,"simple",8,30390,0.000103,0.26564,"3.9109E-01","a",125,"1.0644E+02",3.936,0,3.936,19.818,0,19.818,192340,0,192340,6.3289,6.3289,0.15854,0.031488,0.19003,0.15854,0.031488,0.19003,1538.7,1538.7,0.050631,0.8343,0.8343,8097.3,8097.3
"daintree","cape","mactan",1,"simple",8,30390,0.000103,0.26564,"3.9109E-01","e",1000,"2.8199E+02",63.477,0,63.477,82.45,0,82.45,800220,0,800220,26.331,26.331,0.08245,0.063477,0.14593,0.08245,0.063477,0.14593,800.22,800.22,0.026331,0.56501,0.56501,5483.7,5483.7
"daintree","cape","mactan",2,"simple",6,45340,9.99e-05,0.24831,"2.8321E-01","0",0,"6.5596E+01",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","cape","mactan",2,"simple",6,45340,9.99e-05,0.24831,"2.8321E-01","a",125,"1.4313E+02",4.432,0,4.432,18.969,0,18.969,189890,0,189890,4.188,4.188,0.15175,0.035456,0.18721,0.15175,0.035456,0.18721,1519.1,1519.1,0.033504,0.81061,0.81061,8114.5,8114.5
"daintree","cape","mactan",2,"simple",6,45340,9.99e-05,0.24831,"2.8321E-01","e",1000,"3.4099E+02",74.129,0,74.129,97.985,0,97.985,980870,0,980870,21.634,21.634,0.097985,0.074129,0.17211,0.097985,0.074129,0.17211,980.87,980.87,0.021634,0.5693,0.5693,5698.9,5698.9
"daintree","cape","mactan",3,"simple",4.5,64300,0.0001079,0.25449,"3.6952E-01","0",0,"4.0707E+01",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daintree","cape","mactan",3,"simple",4.5,64300,0.0001079,0.25449,"3.6952E-01","a",125,"1.4610E+02",2.9919,0,2.9919,14.114,0,14.114,130850,0,130850,2.0351,2.0351,0.11291,0.023935,0.13685,0.11291,0.023935,0.13685,1046.8,1046.8,0.016281,0.8251,0.8251,7649.6,7649.6
